standard,flange_class,nps,lth_wn_incl_rf_mm,lth_wn_incl_rf_in,edition,source_doc,verified,verified_by,verified_against,recall_confidence
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,6,99,3.9,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,6,124,4.88,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,6,146,5.75,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",150,8,100,3.94,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,8,111,4.37,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,8,140,5.51,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,8,168,6.61,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",150,10,102,4.02,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,10,117,4.61,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,10,160,6.3,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,10,191,7.52,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",150,12,115,4.53,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,12,130,5.12,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,12,162,6.38,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,12,206,8.11,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",150,14,127,5.0,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,14,143,5.63,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,14,171,6.73,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,14,219,8.62,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",150,16,127,5.0,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,16,146,5.75,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,16,184,7.24,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,16,222,8.74,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",150,18,140,5.51,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",300,18,159,6.26,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",600,18,190,7.48,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman 'welded flange dimensions' = weld-neck length through hub INCLUDING raised face, mm",900,18,235,9.25,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2330, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
