standard,material,weight_as_printed,edition,source_doc,verified,verified_by,verified_against,recall_confidence
Pocket Tradesman weights of materials (approximate),Crushed rock,95 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Drywall,52 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Drywall (4x8x1/2 in sheet),55 lb,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Earth, dry",2050 lb/cu yd,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Earth, dry",75 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Mortar,100 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Pipe, steel, Sch 40, 1 in",1.7 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Pipe, steel, Sch 40, 2 in",3.7 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Pipe, steel, Sch 40, 3 in",7.6 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Pipe, steel, Sch 40, 4 in",10.8 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Portland cement, loose",94 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Sand,3250 lb/cu yd,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Sand,120 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Steel,490 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Steel (1 ft x 1 ft x 1 in),40 lb,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),Water,62 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Wood, dry hardwood",40 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Wood, dry softwood",30 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
Pocket Tradesman weights of materials (approximate),"Wood, wet",50 lb/cu ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 3/16 in dia,0.1 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1/4 in dia,0.2 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 5/16 in dia,0.3 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 3/8 in dia,0.4 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 7/16 in dia,0.5 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1/2 in dia,0.6 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 9/16 in dia,0.8 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 5/8 in dia,1.0 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 3/4 in dia,1.5 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 7/8 in dia,2.0 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1 in dia,2.7 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-1/8 in dia,3.4 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-3/16 in dia,3.8 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-1/4 in dia,4.2 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-3/8 in dia,5.1 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-1/2 in dia,6.0 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-5/8 in dia,7.1 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-3/4 in dia,8.2 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 1-7/8 in dia,9.4 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2 in dia,10.7 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-1/8 in dia,12.1 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-1/4 in dia,13.5 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-3/8 in dia,15.1 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-1/2 in dia,16.7 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-5/8 in dia,18.4 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-3/4 in dia,20.2 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 2-7/8 in dia,22.1 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
"Pocket Tradesman round steel bars and rods, lb per ft (= 2.67 x D^2)",Round steel bar 3 in dia,24.0 lb/ft,"Pocket Tradesman, edition unknown","Pocket Tradesman field book (owner's copy) — photo IMG_2344, transcribed by Claude from photo; NOT yet owner-verified",false,,,source-photo
