standard,flange_class,nps,stud_dia_in,stud_dia_mm,stud_length_in,stud_length_dec_in,stud_length_mm,studs_per_flange,nut_wrench_size_heavy_hex_in,nut_wrench_size_mm,nut_height_heavy_hex_in,tpi,thread_series,check_min_plausible_length_in,recall_confidence,edition,source_doc,verified,verified_by,verified_against
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",150,12,7/8,22.22,4-3/4,4.75,120.65,12,1.4375,36.51,0.8594,9,UNC,4.59,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",150,14,1,25.4,5-1/4,5.25,133.35,12,1.625,41.27,0.9844,8,UNC,5.1,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",150,16,1,25.4,5-1/4,5.25,133.35,16,1.625,41.27,0.9844,8,UNC,5.22,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",150,18,1-1/8,28.57,5-3/4,5.75,146.05,16,1.8125,46.04,1.1094,8,8UN,5.71,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",150,20,1-1/8,28.57,6-1/4,6.25,158.75,20,1.8125,46.04,1.1094,8,8UN,5.97,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",150,24,1-1/4,31.75,6-3/4,6.75,171.45,20,2.0,50.8,1.2344,8,8UN,6.6,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,1/2,1/2,12.7,2-1/2,2.5,63.5,4,0.875,22.22,0.4844,13,UNC,2.46,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,3/4,5/8,15.88,3,3.0,76.2,4,1.0625,26.99,0.6094,11,UNC,2.83,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,1,5/8,15.88,3,3.0,76.2,4,1.0625,26.99,0.6094,11,UNC,2.97,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,1-1/4,5/8,15.88,3-1/4,3.25,82.55,4,1.0625,26.99,0.6094,11,UNC,3.09,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,1-1/2,3/4,19.05,3-1/2,3.5,88.9,4,1.25,31.75,0.7344,10,UNC,3.46,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,2,5/8,15.88,3-1/2,3.5,88.9,8,1.0625,26.99,0.6094,11,UNC,3.35,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,2-1/2,3/4,19.05,4,4.0,101.6,8,1.25,31.75,0.7344,10,UNC,3.84,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,3,3/4,19.05,4-1/4,4.25,107.95,8,1.25,31.75,0.7344,10,UNC,4.08,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,4,3/4,19.05,4-1/2,4.5,114.3,8,1.25,31.75,0.7344,10,UNC,4.34,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,5,3/4,19.05,4-3/4,4.75,120.65,8,1.25,31.75,0.7344,10,UNC,4.6,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,6,3/4,19.05,4-3/4,4.75,120.65,12,1.25,31.75,0.7344,10,UNC,4.72,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,8,7/8,22.22,5-1/2,5.5,139.7,12,1.4375,36.51,0.8594,9,UNC,5.33,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,10,1,25.4,6-1/4,6.25,158.75,16,1.625,41.27,0.9844,8,UNC,6.1,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,12,1-1/8,28.57,6-3/4,6.75,171.45,16,1.8125,46.04,1.1094,8,8UN,6.59,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,14,1-1/8,28.57,7,7.0,177.8,20,1.8125,46.04,1.1094,8,8UN,6.83,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,16,1-1/4,31.75,7-1/2,7.5,190.5,20,2.0,50.8,1.2344,8,8UN,7.34,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,18,1-1/4,31.75,7-3/4,7.75,196.85,24,2.0,50.8,1.2344,8,8UN,7.6,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,20,1-1/4,31.75,8,8.0,203.2,24,2.0,50.8,1.2344,8,8UN,7.84,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",300,24,1-1/2,38.1,9,9.0,228.6,24,2.375,60.32,1.4844,8,8UN,8.84,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,1/2,1/2,12.7,3,3.0,76.2,4,0.875,22.22,0.4844,13,UNC,2.96,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,3/4,5/8,15.88,3-1/2,3.5,88.9,4,1.0625,26.99,0.6094,11,UNC,3.33,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,1,5/8,15.88,3-1/2,3.5,88.9,4,1.0625,26.99,0.6094,11,UNC,3.47,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,1-1/4,5/8,15.88,3-3/4,3.75,95.25,4,1.0625,26.99,0.6094,11,UNC,3.71,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,1-1/2,3/4,19.05,4-1/4,4.25,107.95,4,1.25,31.75,0.7344,10,UNC,4.1,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,2,5/8,15.88,4-1/4,4.25,107.95,8,1.0625,26.99,0.6094,11,UNC,4.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,2-1/2,3/4,19.05,4-3/4,4.75,120.65,8,1.25,31.75,0.7344,10,UNC,4.58,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,3,3/4,19.05,5,5.0,127.0,8,1.25,31.75,0.7344,10,UNC,4.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,4,7/8,22.22,5-3/4,5.75,146.05,8,1.4375,36.51,0.8594,9,UNC,5.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,5,1,25.4,6-1/2,6.5,165.1,8,1.625,41.27,0.9844,8,UNC,6.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,6,1,25.4,6-3/4,6.75,171.45,12,1.625,41.27,0.9844,8,UNC,6.6,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,8,1-1/8,28.57,7-1/2,7.5,190.5,12,1.8125,46.04,1.1094,8,8UN,7.47,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,10,1-1/4,31.75,8-1/2,8.5,215.9,16,2.0,50.8,1.2344,8,8UN,8.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,12,1-1/4,31.75,8-3/4,8.75,222.25,20,2.0,50.8,1.2344,8,8UN,8.58,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,14,1-3/8,34.92,9-1/4,9.25,234.95,20,2.1875,55.56,1.3594,8,8UN,9.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,16,1-1/2,38.1,10,10.0,254.0,20,2.375,60.32,1.4844,8,8UN,9.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,18,1-5/8,41.27,10-3/4,10.75,273.05,20,2.5625,65.09,1.6094,8,8UN,10.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,20,1-5/8,41.27,11-1/4,11.25,285.75,24,2.5625,65.09,1.6094,8,8UN,11.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",600,24,1-7/8,47.62,12-3/4,12.75,323.85,24,2.9375,74.61,1.8594,8,8UN,12.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,1/2,3/4,19.05,4,4.0,101.6,4,1.25,31.75,0.7344,10,UNC,4.1,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,3/4,3/4,19.05,4-1/4,4.25,107.95,4,1.25,31.75,0.7344,10,UNC,4.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,1,7/8,22.22,4-3/4,4.75,120.65,4,1.4375,36.51,0.8594,9,UNC,4.83,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,1-1/4,7/8,22.22,4-3/4,4.75,120.65,4,1.4375,36.51,0.8594,9,UNC,4.83,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,1-1/2,1,25.4,5-1/4,5.25,133.35,4,1.625,41.27,0.9844,8,UNC,5.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,2,7/8,22.22,5-1/2,5.5,139.7,8,1.4375,36.51,0.8594,9,UNC,5.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,2-1/2,1,25.4,6,6.0,152.4,8,1.625,41.27,0.9844,8,UNC,6.08,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,3,7/8,22.22,5-1/2,5.5,139.7,8,1.4375,36.51,0.8594,9,UNC,5.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,4,1-1/8,28.57,6-1/4,6.25,158.75,8,1.8125,46.04,1.1094,8,8UN,6.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,5,1-1/4,31.75,7,7.0,177.8,8,2.0,50.8,1.2344,8,8UN,7.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,6,1-1/8,28.57,7-1/4,7.25,184.15,12,1.8125,46.04,1.1094,8,8UN,7.47,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,8,1-3/8,34.92,8-1/2,8.5,215.9,12,2.1875,55.56,1.3594,8,8UN,8.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,10,1-3/8,34.92,9,9.0,228.6,16,2.1875,55.56,1.3594,8,8UN,9.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,12,1-3/8,34.92,9-3/4,9.75,247.65,20,2.1875,55.56,1.3594,8,8UN,9.83,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,14,1-1/2,38.1,10-1/2,10.5,266.7,20,2.375,60.32,1.4844,8,8UN,10.6,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,16,1-5/8,41.27,11,11.0,279.4,20,2.5625,65.09,1.6094,8,8UN,11.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,18,1-7/8,47.62,12-3/4,12.75,323.85,20,2.9375,74.61,1.8594,8,8UN,12.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,20,2,50.8,13-1/2,13.5,342.9,20,3.125,79.38,1.9844,8,8UN,13.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",900,24,2-1/2,63.5,17,17.0,431.8,20,3.875,98.42,2.4844,8,8UN,16.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,1/2,3/4,19.05,4,4.0,101.6,4,1.25,31.75,0.7344,10,UNC,4.1,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,3/4,3/4,19.05,4-1/4,4.25,107.95,4,1.25,31.75,0.7344,10,UNC,4.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,1,7/8,22.22,4-3/4,4.75,120.65,4,1.4375,36.51,0.8594,9,UNC,4.83,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,1-1/4,7/8,22.22,4-3/4,4.75,120.65,4,1.4375,36.51,0.8594,9,UNC,4.83,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,1-1/2,1,25.4,5-1/4,5.25,133.35,4,1.625,41.27,0.9844,8,UNC,5.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,2,7/8,22.22,5-1/2,5.5,139.7,8,1.4375,36.51,0.8594,9,UNC,5.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,2-1/2,1,25.4,6,6.0,152.4,8,1.625,41.27,0.9844,8,UNC,6.08,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,3,1-1/8,28.57,6-3/4,6.75,171.45,8,1.8125,46.04,1.1094,8,8UN,6.85,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,4,1-1/4,31.75,7-3/4,7.75,196.85,8,2.0,50.8,1.2344,8,8UN,7.58,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
