standard,flange_class,nps,flange_type,weight_lb_approx,weight_kg_approx,tolerance,recall_confidence,edition,source_doc,verified,verified_by,verified_against
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,10,BL,70,31.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,12,BL,110,49.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,14,BL,140,63.5,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,16,BL,180,81.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,18,BL,220,99.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,20,BL,285,129.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",150,24,BL,430,195.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1/2,WN,2,0.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,3/4,WN,3,1.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1,WN,4,1.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1-1/4,WN,5,2.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1-1/2,WN,7,3.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,2,WN,8,3.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,2-1/2,WN,12,5.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,3,WN,15,6.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,4,WN,22,10.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,5,WN,30,13.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,6,WN,38,17.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,8,WN,58,26.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,10,WN,84,38.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,12,WN,117,53.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,14,WN,165,74.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,16,WN,205,93.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,18,WN,260,117.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,20,WN,320,145.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,24,WN,470,213.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1/2,SO,2,0.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,3/4,SO,3,1.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1,SO,4,1.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1-1/4,SO,5,2.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1-1/2,SO,7,3.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,2,SO,7,3.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,2-1/2,SO,11,5.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,3,SO,14,6.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,4,SO,20,9.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,5,SO,26,11.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,6,SO,33,15.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,8,SO,51,23.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,10,SO,75,34.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,12,SO,108,49.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,14,SO,150,68.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,16,SO,185,83.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,18,SO,235,106.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,20,SO,290,131.5,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,24,SO,425,192.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1/2,BL,2,0.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,3/4,BL,3,1.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1,BL,4,1.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1-1/4,BL,5,2.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,1-1/2,BL,7,3.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,2,BL,8,3.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,2-1/2,BL,12,5.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,3,BL,15,6.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,4,BL,24,10.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,5,BL,33,15.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,6,BL,42,19.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,8,BL,68,30.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,10,BL,108,49.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,12,BL,168,76.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,14,BL,210,95.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,16,BL,275,124.7,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,18,BL,350,158.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,20,BL,435,197.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",300,24,BL,665,301.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1/2,WN,3,1.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,3/4,WN,3,1.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1,WN,4,1.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1-1/4,WN,6,2.7,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1-1/2,WN,8,3.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,2,WN,10,4.5,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,2-1/2,WN,14,6.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,3,WN,18,8.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,4,WN,30,13.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,5,WN,48,21.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,6,WN,60,27.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,8,WN,90,40.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,10,WN,145,65.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,12,WN,185,83.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,14,WN,230,104.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,16,WN,305,138.3,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,18,WN,390,176.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,20,WN,480,217.7,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,24,WN,730,331.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1/2,BL,2,0.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,3/4,BL,3,1.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1,BL,4,1.8,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1-1/4,BL,6,2.7,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,1-1/2,BL,8,3.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
